lat,lng
41.846459969323796,-87.64632066769741
41.9158735256688,-87.6668391809405
41.720848926600496,-87.68191511255621
42.000861210821796,-87.7923771543198
41.9503916175761,-87.707859248737
41.919518559859796,-87.67470591962679
42.0007919453914,-87.8052633513424
41.9975311038706,-87.8212563916993
41.8721789311553,-87.74506942245421
41.8617566446251,-87.6909725061006
41.939556530132705,-87.68334891757651
41.8806531808146,-87.7062600612435
41.9557368239902,-87.8319768905838
41.9757465801058,-87.718486628497
41.9757922144739,-87.7705540442719
42.0193592242072,-87.6830616559713
41.966416509796,-87.8406715089513
41.9378859662836,-87.80680550640021
41.6922458365511,-87.6424377552261
41.9380474797079,-87.7957546622203
41.780614628735,-87.7210504478488
41.725798398935396,-87.66818615273459
41.959326832814604,-87.8327707796145
41.969919293311,-87.6895113008654
41.977612300455,-87.73708562364469
41.7440488410749,-87.590595042037
41.7440627494381,-87.58937943527599
41.8576329868544,-87.65498538189699
41.9093482818665,-87.7591218362405
41.8997102447269,-87.66100791774291
41.8559757987694,-87.6596194593208
41.7748763258884,-87.6370120174845
41.9104543035568,-87.6748667799867
41.934667195416495,-87.69122190689379
41.751331621418096,-87.5919809671815
41.9919047670472,-87.66255404496401
41.901471008973,-87.664150017323
41.977580105256294,-87.8367321884946
41.792479645019796,-87.76968695090099
42.009421080961104,-87.70227874292351
41.801234297006204,-87.6843737343804
41.946303283819205,-87.724347984027
41.9771351344852,-87.8133355193064
41.8807448226946,-87.7206040881899
41.740976093623296,-87.66426862372678
41.809375132109295,-87.6241969042107
41.932028838807604,-87.71211199205129
41.9823402057402,-87.6638689774708
41.892018859047205,-87.7723356089665
41.900957040074104,-87.7239560664444
41.9492207411821,-87.65004154372629
41.9249096797837,-87.6825882214615
41.9767218382822,-87.650837004333
41.9672593134303,-87.647549024172
41.9113554521854,-87.68013124502941
41.8623864187094,-87.70935619984209
41.8735201675925,-87.71063936830359
41.8692486543325,-87.705106438584
41.888546403144396,-87.7492892718211
41.90211473817671,-87.7596764314632
41.936177212891,-87.7243323057955
41.9010223992462,-87.7186029260278
41.8803248055984,-87.75491839631171
41.8965403607667,-87.7570128395903
41.9194967460569,-87.73014868679708
41.8766703775541,-87.7455044964047
41.8819850037734,-87.7062873356681
41.881951616791795,-87.70886823700441
41.8827757366826,-87.7035656691022
42.001293799513896,-87.6624758938492
41.8751884249205,-87.7280810778045
41.88056533325771,-87.7353271041095
41.9380619900771,-87.66302460239109
41.947965925767,-87.74985427837579
41.935146995467896,-87.6601274049623
42.0180151215255,-87.67727927284142
41.9663079418369,-87.74662880880159
41.8623394038787,-87.73131905376492
42.00260507560721,-87.660638114337
42.0226602680775,-87.67664723812041
41.8855817432119,-87.71369939567042
41.9298985452093,-87.68061664380849
41.854925179892795,-87.7237422134393
41.866770331640204,-87.7390475740563
41.8686941534271,-87.7414385914114
41.9221728181365,-87.77206754027391
41.8587212954618,-87.7382498753739
41.8701235519027,-87.74751303619749
41.86294066523829,-87.6860814377002
41.8841412670393,-87.7732084004202
41.885974415561,-87.77326994699641
41.8884288508203,-87.71409370202221
41.866448739471394,-87.69131186975191
41.9244892686265,-87.7354040804463
41.9002905440508,-87.7749105106899
41.9306837893483,-87.7506658805884
41.9319027803243,-87.7268433828508
41.8904421916136,-87.75191248155109
41.8894397732886,-87.75187451952299
41.892334662439,-87.7507314912135
41.8711581707116,-87.75431448950519
41.875249429052,-87.7231845336475
41.8876556566651,-87.72766579485331
41.8856565621683,-87.72841247794679
41.8707981476282,-87.7533482195309
41.88086597742971,-87.70585424947609
41.939051853607396,-87.72175841245381
41.8779009427319,-87.72817248306191
41.876214080082505,-87.7313788415189
41.866421894513294,-87.7009336437887
41.8899348244559,-87.7722652739105
41.9006775793563,-87.76666717591151
41.9005069340449,-87.75588187954658
41.928488228130796,-87.7793759895969
41.91115730675529,-87.77808776985279
41.9180564373275,-87.77200788227958
41.9093369397609,-87.7776821727907
41.8920238105292,-87.77177539546409
41.9178353744175,-87.77313547984708
41.924826205918,-87.70689231209221
41.9221494049725,-87.70922021198179
41.9191235900246,-87.71942206441271
41.685461404163,-87.61999281285759
41.8937389528719,-87.7459136342026
41.9714182229865,-87.65854204226092
41.9180608890878,-87.7707891434522
41.923193350853296,-87.7743302773885
41.789451537012,-87.69353321378391
41.7887562069016,-87.77234537900459
41.800307188573896,-87.6953496910392
41.8097347204921,-87.67451278102509
41.799749544883795,-87.58266882522601
41.7706382011069,-87.7183832216967
41.7026370434659,-87.5342273729795
41.973361079937604,-87.65936305605742
41.8926190941276,-87.6578713468927
41.9060130083966,-87.7534715936284
41.9060130083966,-87.7534715936284
41.793965517426706,-87.6379627792871
41.6946657346566,-87.59763674931548
41.6732923701042,-87.6008316763534
41.694219789057705,-87.5961722432193
41.9657509732406,-87.647225973955
41.9620586051581,-87.6463896179435
41.930483559836205,-87.76563629339991
42.019388206462395,-87.6917172861105
41.923505840876295,-87.66340931604151
41.7522257378215,-87.71934461589821
41.9241819271406,-87.6631392425873
41.984295843236,-87.6687823600864
41.944506730566104,-87.740946737133
41.9389390056797,-87.7465709539913
41.9283570573006,-87.78059397894671
42.006642569045404,-87.67528900102569
42.006153745582,-87.6758613327129
41.9812142937061,-87.7750405617033
41.9948056201175,-87.6553842103185
41.933060619631206,-87.756627869735
42.0047193849449,-87.67979403823429
41.9392360510424,-87.72457399900259
41.9996733193014,-87.67520727241579
42.0123191542376,-87.6851402763962
41.965148028247704,-87.8390156542534
41.9759162135524,-87.7743911703742
41.9797287973371,-87.90232235822191
42.007978025254396,-87.6655918286437
42.0063539582388,-87.66513058369151
42.0074978250968,-87.6972281904641
42.007876589639004,-87.6858620975905
41.976308321667794,-87.6680169590868
41.9091345709045,-87.7949281307848
41.9091345709045,-87.7949281307848
41.99608012485,-87.6700615157743
41.9955599203756,-87.6671025973304
41.884519043143,-87.64721547866671
41.9822032933905,-87.65276275792989
41.9766216278654,-87.65079002624901
41.985424127098604,-87.6533568955048
41.983951946131896,-87.6532151082662
41.9694398556483,-87.6480714944767
41.9764370124526,-87.6507034791217
41.9648722985095,-87.7001964384796
41.9648722985095,-87.7001964384796
41.91627435612679,-87.7070819109145
41.8619788387752,-87.61864307179121
41.8404429139123,-87.66017811680321
41.8166741489162,-87.6085991385544
41.84442653931411,-87.71973645664231
41.8441902756942,-87.72082805073481
41.6941079278908,-87.6571145157588
41.93408741000329,-87.78350925749541
41.9683011583018,-87.7549108099554
41.9405716926258,-87.761782096882
41.9787885000661,-87.7545155708527
41.9499157322633,-87.7280322457155
41.9277882136407,-87.7622915588975
41.9788665653918,-87.7486598282753
41.96927606127829,-87.76326720136
