lat,lng
41.9712068993172,-87.7674443380142
41.9705237088849,-87.7628470400705
41.9824814727603,-87.75097845869541
41.975158832664,-87.7468228069553
41.9754616583951,-87.74700115833599
41.9690849527683,-87.663082792908
41.9594271455138,-87.7129674820925
41.9805604191217,-87.6818464394325
41.9412406139046,-87.7271334997215
41.9408731472113,-87.72173357769171
41.957764213323,-87.6814527121061
41.9498071010394,-87.7620877544828
41.9915819450933,-87.7949602942254
41.990569923786396,-87.6922491143603
41.984402160261105,-87.6599455596957
41.9868792307506,-87.69335128130008
41.9887009879822,-87.6934083420965
41.9905882483549,-87.6927999565551
41.975373782651296,-87.7519979722336
41.9856573342884,-87.6565299451355
41.956891397016896,-87.73079659326359
41.9390755717981,-87.7198872512545
41.9973397766375,-87.65858653514509
41.963172295904606,-87.766752061318
41.9186102218823,-87.7705145480302
41.9978049022757,-87.6790757871034
41.9994458261913,-87.7025399558475
41.9911196746104,-87.6898395091972
41.9505057353606,-87.8143960763946
41.9799158320666,-87.81398720395
41.9117346463893,-87.7401664617204
41.9252436891623,-87.8029304442484
41.9436888110223,-87.798485384931
41.9437098132184,-87.7983738279513
41.9433647590585,-87.8156423726042
42.0087950794651,-87.81022920996891
41.950976628499106,-87.7987805114839
41.9523217978776,-87.80620325279959
41.952863164765,-87.8036683011196
42.001259828357206,-87.6691141311846
41.9815405061547,-87.669697536503
41.97555020897779,-87.73692874318658
41.961193039788206,-87.8401984127544
41.9998022710036,-87.6900857619429
42.0035077092105,-87.6901800859305
41.953513574998496,-87.7483387963393
41.9531784396921,-87.7578044187846
41.9689508780158,-87.68906093347509
41.972793193319795,-87.6910919072197
41.9530056866406,-87.7523688744222
41.9512949069997,-87.75203092359621
41.9541206966143,-87.688589581518
41.96007019322371,-87.69857466327558
41.9537885046796,-87.7524071824554
41.9668008824808,-87.70094602218659
41.9532466842927,-87.75237431812108
41.9608381149001,-87.7471209756283
41.975946037014104,-87.69660744772499
41.9682760815895,-87.71480356727379
41.963147484698794,-87.7046974933818
41.9587442740751,-87.73850011744258
41.988564696640296,-87.71285467299441
41.9718925906406,-87.73778306975781
41.9737499528865,-87.7344125062555
41.9740106450351,-87.7102681560229
41.9641927456802,-87.72881328254749
41.9645142039805,-87.7314238394538
41.9827547057974,-87.7458662591263
41.966883786504205,-87.7327141692965
41.958064861189705,-87.7497288949926
41.9580588230048,-87.750190353369
41.9864676323682,-87.7186945870874
41.9831764573115,-87.70893943216758
41.9813479326342,-87.7089660930394
41.9752081201384,-87.7342447398073
41.9960200149144,-87.68988859403221
42.0060468728321,-87.6996667508858
41.9960633347148,-87.687322855266
41.990527717148204,-87.69955208405149
41.999650956097895,-87.6900798769541
41.9971933908185,-87.7536222701238
41.9940724814982,-87.7010457259641
41.9567604201184,-87.70795583160792
41.9275038302817,-87.77598904905079
41.9920633981402,-87.70131868984221
42.0047834620766,-87.7084893302373
41.928340802722296,-87.7613703825692
41.995656515625704,-87.6998025845463
42.0118663861819,-87.7039265732415
41.9984636168508,-87.69859660248649
41.9739398815789,-87.77230011887958
41.9396926717325,-87.7440662615572
41.9941360691574,-87.6935792702115
41.9941571479041,-87.6934927829481
41.9710870752521,-87.76619537867771
41.973465447325,-87.77443973083919
41.993915824180895,-87.7141637262065
41.9983715032311,-87.6973756349058
41.991890069045795,-87.6637283560206
41.9971781703511,-87.74837974896141
41.95387514064279,-87.71796297842491
41.9726045575182,-87.6909680294595
41.9712729867012,-87.6764273076445
41.962568348697204,-87.7020271685473
41.9798195332229,-87.7013371119125
41.975258095269496,-87.7519905571578
41.9848542785464,-87.694510706971
41.9812536924594,-87.6915895798632
41.972315716024795,-87.6948511031871
41.96974864077279,-87.6973646538806
41.974230835363706,-87.7503253265523
41.9775298475496,-87.6996304905711
41.9671042387999,-87.6948281994023
41.970682066250895,-87.67930409047631
41.972074645640795,-87.6977117622015
41.9848754885185,-87.7684555488753
41.966306088997605,-87.75750335144258
41.9722653965911,-87.7034988126441
41.966738853654704,-87.7579979525217
41.961858385970004,-87.7501596058268
41.9536022334936,-87.7341177934203
41.9668526600741,-87.6914451731953
41.9535543272951,-87.7456675511618
41.9645440199034,-87.7551229679927
42.0014764573503,-87.69004135893559
41.9987127855893,-87.6569613381741
42.0032961545334,-87.69017289961691
41.928340802722296,-87.7613703825692
41.994878847260296,-87.6887213513379
41.9980700482846,-87.6767754343717
42.0030679295269,-87.6753057507858
42.006752345667,-87.700440916499
42.0078519884689,-87.69963524024679
41.993794931885,-87.6797665401305
41.9322871829909,-87.68795009341221
42.018231506345,-87.815255103161
41.913646002426894,-87.72904148948629
42.018016981981795,-87.67123242153241
41.9682442668378,-87.7406078777166
41.9677292953725,-87.7617827831949
41.9554479261503,-87.7042507589402
41.9577366061018,-87.7229793820384
41.9928387983009,-87.6809715136379
41.9935747551067,-87.7484831110918
41.9539231804507,-87.71593553596381
41.7275940304654,-87.5938518356977
41.9217423493349,-87.7427358377424
41.99852646688289,-87.7047049819144
41.984699801680605,-87.65537040315269
41.806546817504795,-87.63142387121279
41.9091345709045,-87.7949281307848
41.8758683412815,-87.6689758080722
41.982478466623995,-87.6527548494362
41.969408617918894,-87.64831726369921
41.9694398556483,-87.6480714944767
41.9766216278654,-87.65079002624901
41.961061417359,-87.6462748337646
